domain,task_id,seed,episode_id,team_reward,team_success,receiver_rewards,success,real_engine_executed,engine_duration_seconds,wall_seconds,exit_code,score
minecraft,35,1,ed9a352031b010629b365df5,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,362.0,362.18,0,1.0
minecraft,90,0,ec1f1c085050e56f5d80f60e,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,381.26,381.44,0,1.0
minecraft,90,1,78798997dc913fe9f5b391bd,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,534.79,535.06,0,1.0
research,88,0,df633fa5e37919b286662526,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,284.94,285.08,0,1.0
research,88,1,da0d1b38a11ee0f3bbda4f19,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,265.39,265.5,0,1.0
research,83,0,e40dd839756ba516289e69eb,0.0,False,"{""agent1"": 0.0, ""agent2"": 0.0, ""agent3"": 0.0}",False,True,38.77,38.83,1,0.0
research,83,1,95cdcb831f198458e03322c0,0.0,False,"{""agent1"": 0.0, ""agent2"": 0.0, ""agent3"": 0.0}",False,True,38.78,38.84,1,0.0
research,10,0,7b40516f03ae8a9af017299f,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,402.58,402.77,0,1.0
research,10,1,65388620132550ec7e566049,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,284.61,284.75,0,1.0
research,78,0,51260f38996fa01da6db04e1,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,87.2,87.29,0,1.0
research,78,1,d41d83ba2a9007b97626b66a,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,85.3,85.39,0,1.0
research,82,0,8384760dcb87f979dc5ec562,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,298.78,298.91,0,1.0
research,82,1,12fb91ac46302b1b81a0478a,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,338.58,338.74,0,1.0
research,22,0,6efa98583f32924cc6ec046b,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,257.46,257.56,0,1.0
research,22,1,06c25ec3f6438a1b4a5f7516,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,268.87,268.98,0,1.0
research,69,0,a8ec6bd1edf524834f7e6a6e,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,169.72,169.83,0,1.0
research,69,1,75c5a711e2cddc19c8692521,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,353.81,353.97,0,1.0
research,94,0,5a2d7546e8b8083446374071,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,348.42,348.59,0,1.0
research,94,1,38120411a5f3c8d5c47fb035,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,304.09,304.23,0,1.0
research,32,0,8b8419305f69673ab7148e59,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,212.06,212.13,0,1.0
research,32,1,b68d472f07babbb3f0b764d4,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,212.09,212.16,0,1.0
research,21,0,87ab67445780a21a59cac1ef,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,313.27,313.4,0,1.0
research,21,1,45db24e652273714bcd30826,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,280.52,280.64,0,1.0
research,60,0,0aa15cc6fa551599b09e5183,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,278.62,278.74,0,1.0
research,60,1,fb5e128b7b5bafeb26f020e1,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,319.45,319.59,0,1.0
research,49,0,2ac3da3e7bf312e305c29379,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,233.7,233.79,0,1.0
research,49,1,af135ed63ae92a31097d86c0,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,230.97,231.05,0,1.0
research,35,0,d4896fc43302237a1e1cb49e,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,250.25,250.36,0,1.0
research,35,1,5ec385047a18511793513c28,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,240.62,240.72,0,1.0
research,89,0,44ffcbcd1079526a3757fc53,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,282.26,282.38,0,1.0
research,89,1,949e412c94cfb21ec85237e0,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,292.17,292.29,0,1.0
research,72,0,1fa70733ef16c17883729eed,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,235.11,235.19,0,1.0
research,72,1,9bd58d38dceb3908a099227e,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,237.76,237.88,0,1.0
research,29,0,002790a79a7102066a0eb537,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,213.57,213.7,0,1.0
research,29,1,c3b6ae568eaf0836419dc780,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,342.48,342.68,0,1.0
research,42,0,9aa59741b73f849113a863aa,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,251.31,251.42,0,1.0
research,42,1,b67dc01d88a61a1575c7f898,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,271.44,271.54,0,1.0
research,99,0,4ee086fd9c8cad1707bd2b74,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,250.27,250.38,0,1.0
research,99,1,f62e7d271133f7110726d97f,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,270.22,270.32,0,1.0
research,100,0,6c1a9c489b2f62afbe1e6127,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,287.94,288.12,0,1.0
research,100,1,2faeb0efc16f2c9c84ff4567,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,587.87,588.24,0,1.0
research,8,0,dfb494ddc00f85d5dca2f0d6,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,239.99,240.1,0,1.0
research,8,1,a7e13062346b975a579d7e2c,1.0,True,"{""agent1"": 1.0, ""agent2"": 1.0, ""agent3"": 1.0}",True,True,303.6,303.73,0,1.0
