seed,uniform_mean,uniform_std,receiver_mean,receiver_std,gain,paired_p_value
0,0.7451851851851853,0.5442814066795452,0.7674074074074075,0.5589484051465862,0.022222222222222254,0.08318303083243828
1,0.8364734299516909,0.6621046123373246,0.8727053140096619,0.665190420764022,0.03623188405797095,0.023631729571315704
2,0.7437037037037035,0.554944849519509,0.7881481481481482,0.5861613985799348,0.04444444444444462,0.012587709050022848
